1	-21.7407632492307
2	-27.5779240090822
3	-29.349362298242
4	-27.0178914197465
5	-21.7144019063172
6	-14.6923474658417
7	-7.31411396358183
8	-0.860873009724814
9	3.64853314057568
10	5.60544404753684
11	4.89368566864215
12	1.89694325747584
13	-2.56984701808597
14	-7.39947534743181
15	-11.3677907600081
16	-13.3349885758871
17	-12.4358653135172
18	-8.22076771362209
19	-0.746274347022869
20	9.41657731508543
21	21.2479293862189
22	33.4160290528796
23	44.4518584324562
24	52.9669677054725
25	57.8341552803235
26	58.3631275525899
27	54.389604414386
28	46.3154836533873
29	35.0407117245823
30	21.8572137706269
31	8.25971147031524
32	-4.2475020539756
33	-14.3610151943472
34	-21.1463891045087
35	-24.1583280156567
36	-23.479872597103
37	-19.6985154300031
38	-13.7937766433972
39	-6.97953845537083
40	-0.508134667567396
41	4.5242473120602
42	7.35279243627862
43	7.66086311912208
44	5.63222396011718
45	1.92422326712955
46	-2.42784635820409
47	-6.15326857891767
48	-7.9123590036425
49	-5.88661803061798
