1	79.2018625136832
2	115.594223817032
3	150.614570668803
4	182.745433756392
5	213.103119153917
6	241.983001616273
7	269.525397137587
8	295.780072232802
9	320.752459821035
10	344.419035692143
11	366.762622672252
12	387.741042668698
13	407.294850659149
14	425.384536871078
15	441.985155469291
16	457.007898344849
17	470.463884461611
18	482.269566429927
19	492.40783452258
20	500.8497611529
21	507.580077300816
22	512.56435294439
23	515.778511007985
24	517.22141485549
25	516.896896090039
26	514.782998326037
27	510.921729648916
28	505.305431543919
29	497.952070193882
30	488.884629000723
31	478.147012685754
32	465.742780696412
33	451.752877779382
34	436.184624834117
35	419.106723084687
36	400.557376580373
37	380.597065160037
38	359.285623370541
39	336.660525340974
40	312.793270714495
41	287.742969742935
42	261.537978551362
43	234.216125744153
44	205.796374747714
45	176.249353203049
46	145.493374154088
47	113.278802393389
48	79.0857560573939
49	39.3792505264646
