1	8.32203366793689
2	10.790850261496
3	12.9476097418614
4	14.7330318652749
5	16.2617934287622
6	17.5782867016777
7	18.704827381602
8	19.6713975637416
9	20.4861597453363
10	21.1583653300367
11	21.7119413650048
12	22.1451800471824
13	22.4775102177838
14	22.7023230927633
15	22.8352975438538
16	22.8887512502973
17	22.8630378135213
18	22.7672841897782
19	22.6004555792028
20	22.3785257007153
21	22.1005870016407
22	21.7709181359507
23	21.3965675863208
24	20.9740807546064
25	20.5245082326631
26	20.036498447045
27	19.5120487464887
28	18.9636290638846
29	18.3869267512566
30	17.7913769984738
31	17.1626621262043
32	16.52011705509
33	15.8476165231925
34	15.162525560011
35	14.4500137149615
36	13.7184336544551
37	12.9613549369619
38	12.1849933737232
39	11.3879362205331
40	10.5589558232163
41	9.70826929710511
42	8.82443164769014
43	7.91545699691016
44	6.96990382011079
45	5.98521596672925
46	4.95913207443463
47	3.87748780595498
48	2.72010410248705
49	1.36170863752585
