1	-74.1694662475975
2	-77.7587761750224
3	-56.0924222822032
4	-14.0382613737374
5	38.7198226582127
6	91.7177868359741
7	134.624638720112
8	158.737882146213
9	158.357249827586
10	131.695852766776
11	81.2990507579132
12	13.7529158585704
13	-61.1858802708886
14	-131.91754576668
15	-186.698627701252
16	-215.351297069081
17	-210.822113299363
18	-170.337769650327
19	-95.9358370339545
20	5.55863789050872
21	123.38389107708
22	244.093025436979
23	353.348778823809
24	437.73591324785
25	486.563262076237
26	493.361481968405
27	456.63080075557
28	380.231689731294
29	272.787754788082
30	146.608660638654
31	16.1127074854263
32	-103.986288080926
33	-200.651596664925
34	-264.039041846226
35	-288.728223133785
36	-274.241358502459
37	-224.990443654228
38	-149.484413486304
39	-59.0409870967956
40	33.8303660671437
41	117.117684241725
42	180.979103442845
43	218.914050074728
44	228.554737868808
45	211.765449933454
46	174.126175349377
47	124.006434461908
48	71.2090374756446
49	25.0005120350672
